PARKID_x,PARKID_y,geodesic distance (km)
MIL05,CHI10,131.10499631386125
MIL05,CHI11,131.10499631386125
MIL05,CHI12,131.10499631386125
MIL05,CIN08,522.3574047614876
MIL05,CIN09,522.3574047614876
MIL05,CLE07,541.2963755138612
MIL05,CLE08,541.2963755138612
MIL05,DEN01,1470.4268324975749
MIL05,DEN02,1470.4268324975749
MIL05,DET04,407.1234423470041
MIL05,DET05,407.1234423470041
MIL05,DUN01,1729.306289854847
MIL05,DYE01,268.8604938836112
MIL05,FTB01,1157.8072925253027
MIL05,HOU02,1615.8496357371607
MIL05,HOU03,1615.8496357371607
MIL05,KAN06,709.4609945048815
MIL05,LAS01,2446.889331192162
MIL05,LBV01,1724.4727841277622
MIL05,LOS03,2806.2662667390473
MIL05,MIA01,2040.0795026569813
MIL05,MIA02,2040.0795026569813
MIL06,ANA01,2791.9495661356614
MIL06,ARL01,1397.9195608322248
MIL06,ARL02,1397.9195608322248
MIL06,ARL03,1397.9195608322248
MIL06,ATL01,1075.7017562557248
MIL06,ATL02,1075.7017562557248
MIL06,ATL03,1075.7017562557248
MIL06,BAL11,1035.310840468307
MIL06,BAL12,1035.310840468307
MIL06,BOS07,1381.4518530154946
MIL06,BUF05,737.7599746513663
MIL06,CHI10,131.10499631386125
MIL06,CHI11,131.10499631386125
MIL06,CHI12,131.10499631386125
MIL06,CIN08,522.3574047614876
MIL06,CIN09,522.3574047614876
MIL06,CLE07,541.2963755138612
MIL06,CLE08,541.2963755138612
MIL06,DEN01,1470.4268324975749
MIL06,DEN02,1470.4268324975749
MIL06,DET04,407.1234423470041
MIL06,DET05,407.1234423470041
MIL06,DUN01,1729.306289854847
MIL06,DYE01,268.8604938836112
MIL06,FTB01,1157.8072925253027
MIL06,HOU02,1615.8496357371607
MIL06,HOU03,1615.8496357371607
MIL06,KAN06,709.4609945048815
MIL06,LAS01,2446.889331192162
MIL06,LBV01,1724.4727841277622
MIL06,LOS03,2806.2662667390473
MIL06,MIA01,2040.0795026569813
MIL06,MIA02,2040.0795026569813
MIN03,ANA01,2442.360692189535
MIN03,ARL01,1398.8578169230404
MIN03,ARL02,1398.8578169230404
MIN03,ARL03,1398.8578169230404
MIN03,ATL01,1460.4505103437095
MIN03,ATL02,1460.4505103437095
MIN03,ATL03,1460.4505103437095
MIN03,BAL11,1511.137712694077
MIN03,BAL12,1511.137712694077
MIN03,BOS07,1808.5725574126475
MIN03,BUF05,1176.6964214302968
MIN03,CHI10,571.9581870978094
MIN03,CHI11,571.9581870978094
MIN03,CHI12,571.9581870978094
MIN03,CIN08,974.2536092271819
MIN03,CIN09,974.2536092271819
MIN03,CLE07,1015.0432864997199
MIN03,CLE08,1015.0432864997199
MIN03,DEN01,1125.5996537682004
MIN03,DEN02,1125.5996537682004
MIN03,DET04,874.449722586273
MIN03,DET05,874.449722586273
MIN03,DUN01,2099.287635823227
MIN03,DYE01,326.40839573367913
MIN03,FTB01,1621.2420654699538
MIN03,HOU02,1699.0980635951644
MIN03,HOU03,1699.0980635951644
MIN03,KAN06,661.7636302695882
MIN03,LAS01,2085.9489898244888
MIN03,LBV01,2114.406243617083
MIN03,LOS03,2451.915021248498
MIN03,MIA01,2432.0584526242806
MIN03,MIA02,2432.0584526242806
MIN03,MIL05,479.6381975018252
MIN03,MIL06,479.6381975018252
MIN04,ANA01,2442.360692189535
MIN04,ARL01,1398.8578169230404
MIN04,ARL02,1398.8578169230404
